id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
20060101	36239,tt0811073,0.265613,100000,0,Slaughtered Vomit Dolls,Ameara Lavey|Pig Lizzy|Maja Lee|Princess Pam|Miss Pussy Pants,,Lucifer Valentine,,,The gruesome tapestry of psychological manifestations of a nineteen year old bulimic runaway stripper-turned prostitute as she descends into a hellish pit of satanic nightmares and hallucinations.,71,Horror,,1/1/06,15,3,2006,108166.915829157,0
20060101	10854,tt0470000,0.187887,0,0,Wicked Little Things,Lori Heuring|Scout Taylor-Compton|ChloÃ« Grace Moretz|Geoffrey Lewis|Ben Cross,,J.S. Cardone,Prey for them,gallery|loss of husband|mine accident,"Karen, Sarah, and Emma Tunney are all moving to a small town in Pennsylvania where, unknown to them, in 1913, a horrid mine accident trapped dozens of children alive, underground. But there's a problem. They're still alive.",94,Drama|Horror,After Dark Films|Millennium Films,1/1/06,26,4.5,2006,0,0
20051205	13417,tt0401398,1.444028,0,0,Kronk's New Groove,Patrick Warburton|Tracey Ullman|Eartha Kitt|John Goodman|Wendie Malick,,Saul Blinkoff|Elliot M. Bour|Robin Steele,,competition|friendship|sequel|kids and family,"Kronk, now chef and Head Delivery Boy of Mudka's Meat Hut, is fretting over the upcoming visit of his father. Kronk's father always disapproved of young Kronk's culinary interests and wished that Kronk instead would settle down with a wife and a large house on a hill.",72,Animation|Comedy|Family,Walt Disney Pictures|Toon City,12/5/05,136,5.9,2005,0,0
20051021	2610,tt0338427,0.270403,10284523,11588205,Shopgirl,Steve Martin|Claire Danes|Jason Schwartzman|Bridgette Wilson|Frances Conroy,,Anand Tucker,,salesclerk,"Mirabelle is a disenchanted salesgirl and aspiring artist who sells gloves and accessories at a department store. She has two men in her life: wealthy divorcÃ©e Ray Porter and struggling musician Jeremy. Mirabelle falls in love with the glamorous Ray, and her life takes a magical turn, but eventually she realizes that she must empower herself and make a choice between them.",104,Comedy|Drama|Romance,Epsilon Motion Pictures|Hyde Park Films|Shopgirl|Touchstone Pictures,10/21/05,31,5.8,2005,11483320.8334073,12938964.2959906
20050930	398,tt0379725,0.561685,7000000,49084830,Capote,Philip Seymour Hoffman|Allie Mickelson|Craig Archibald|Bronwen Coleman|Kate Shindle,http://www.sonyclassics.com/capote/,Bennett Miller,In Cold Blood,gay|self-fulfilling prophecy|based on novel|journalism|identity,"A biopic of the writer, Truman Capote and his assignment for The New Yorker to write the non-fiction book, 'In Cold Blood'.",114,Crime|Drama,Sony Pictures Classics|Cooper's Town Productions|Eagle Vision Inc.|Manitoba Film and Video Production Tax Credit|Province of British Columbia Production Services Tax Credit,9/30/05,202,6.7,2005,7815943.02758145,54806319.2569315
20050929	11788,tt0465326,0.270637,0,0,Elizabeth I,Helen Mirren|Jeremy Irons|Patrick Malahide|Toby Jones|Hugh Dancy,http://www.hbo.com/films/elizabeth,Tom Hooper,,virgin|monarchy|governance|queen elizabeth i,HBO miniseries about the the public and private lives of the later years of Queen Elizabeth I.,223,Drama|History,Channel 4 Television|HBO Films|Company Pictures,9/29/05,11,6.7,2005,0,0
20050922	9315,tt0408790,0.719502,55000000,223387299,Flightplan,Jodie Foster|Peter Sarsgaard|Sean Bean|Kate Beahan|Michael Irby,,Robert Schwentke,If Someone Took Everything You Live For... How Far Would You Go To Get It Back?,berlin|loss of father|airplane|baby-snatching,"A claustrophobic, Hitchcockian thriller. A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet the child vanishes and nobody admits she was ever on that plane.",98,Thriller|Drama|Mystery,Imagine Entertainment|Touchstone Pictures,9/22/05,427,6,2005,61410980.9309971,249426057.438472
20050921	2313,tt0387514,1.63263799999999,0,0,Prime,Uma Thurman|Bryan Greenberg|Meryl Streep|Annie Parisse|Zak Orth,,Ben Younger,A Therapeutic New Comedy,new york|date|lovesickness|jewry|jealousy,"A career driven professional from Manhattan is wooed by a young painter, who also happens to be the son of her psychoanalyst.",102,Comedy|Drama|Romance,Universal Pictures|Team Todd|Prime Film Productions LLC|Younger Than You,9/21/05,139,5.5,2005,0,0
20050916	10092,tt0384286,0.466529,1000000,10047674,Cry_Wolf,Julian Morris|Lindy Booth|Jared Padalecki|Jon Bon Jovi|Sandra McCoy,,Jeff Wadlow,Nobody believes a liar...even when they're telling the truth.,murder|serial killer|student|rumor,"Eight unsuspecting high school seniors at a posh boarding school, who delight themselves on playing games of lies, come face-to-face with terror and learn that nobody believes a liar - even when they're telling the truth.",90,Horror|Thriller,Universal Pictures,9/16/05,62,5.4,2005,1116563.28965449,11218863.9348159
20050910	23478,tt0392465,0.246144,12000000,84967,Mozart and the Whale,Josh Hartnett|Radha Mitchell|Gary Cole|Sheila Kelley|Erica Leerhsen,,Petter NÃ¦ss,,autism|taxi driver,"A love story between two savants with Asperger's syndrome, a kind of autism, whose conditions sabotage their budding relationship.",92,Comedy|Drama|Romance,,9/10/05,22,6.8,2005,13398759.4758539,94871.0330320733
20050910	14174,tt0418832,1.203532,2200000,0,Lie with Me,Lauren Lee Smith|Eric Balfour|Polly Shannon|Mayko Nguyen|Michael Facciolo,,ClÃ©ment Virgo,"Sex brought them together, now it could tear them apart.",sex|nudity|seduction|unsimulated sex|lust,"Happily unattached, the sexually voracious Leila satisfies her desires with a host of rapidly changing bed partners, unconcerned about the emotional consequences. But that all changes when she meets an artist looking for a deeper commitment.",93,Drama,Conquering Lion Pictures|Optix Digital Pictures,9/10/05,36,5,2005,2456439.23723988,0
20050903	14788,tt0454792,0.188153,1600000,0,Bubble,Debbie Doebereiner|Omar Cowan|Dustin James Ashley|Phyllis Workman,http://www.bubblethefilm.com/,Steven Soderbergh,,murder|independent film|doll factory,"Set against the backdrop of a decaying Midwestern town, a murder becomes the focal point of three people who work in a doll factory.",73,Drama|Crime|Mystery,Magnolia Pictures|Extension 765,9/3/05,15,6.6,2005,1786501.26344719,0
20050903	1420,tt0411195,0.58623,0,0,Breakfast on Pluto,Cillian Murphy|Liam Neeson|Ruth Negga|Laurence Kinlan|Stephen Rea,http://www.breakfastonpluto.co.uk/,Neil Jordan,Same world. Different planet.,transvestism|london|gay|transsexuality|travestie,"In the 1970s, a foundling lad, Patrick ""Kitten"" Braden, comes of age by leaving his Irish town for London, in part to look for his mother and in part because his trans-gender nature is beyond the town's understanding.",128,Drama|Comedy,,9/3/05,30,6.8,2005,0,0
20050825	4442,tt0355295,0.899944,88000000,105316267,The Brothers Grimm,Heath Ledger|Matt Damon|Mackenzie Crook|Roger Ashton-Griffiths|Peter Stormare,,Terry Gilliam,Eliminating Evil Since 1812.,brother brother relationship|literature|aftercreditsstinger,"Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test  when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage.",118,Adventure|Fantasy|Action|Comedy|Thriller,The Weinstein Company|Summit Entertainment|Atlas Entertainment|Mosaic Media Group|Reforma Films,8/25/05,451,5.4,2005,98257569.4895954,117592277.535651
20050819	21838,tt0350774,0.280197,0,0,Dead & Breakfast,Jeremy Sisto|Erik Palladino|Bianca Lawson|Oz Perkins|Ever Carradine,,Matthew Leutwyler,"It's like a bad horror movie, only worse.",gore|zombies,"Six friends on a road trip stop for the night at a Bed and Breakfast in the sleepy town of Lovelock. After a night that leaves both the Inn's owner and chef dead, the gang finds themselves under suspicion by the local Sheriff. But that's only the beginning as nearly all of the town's quirky residents become possessed by an evil spirit and pin down the friends inside the B&amp;B.",88,Comedy|Horror,Anchor Bay Entertainment,8/19/05,16,5.5,2005,0,0
20050728	10048,tt0382992,0.606286,135000000,76932943,Stealth,Josh Lucas|Jessica Biel|Jamie Foxx|Sam Shepard|Richard Roxburgh,,Rob Cohen,Fear The Sky,artificial intelligence|us navy|aftercreditsstinger,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.",121,Action,Laura Ziskin Productions|Original Film|Columbia Pictures Corporation|Phoenix Pictures|AFG Talons Productions,7/28/05,195,5,2005,150736044.103356,85900499.9188816
20050719	10292,tt0451957,0.498926,3500000,0,Urban Legends: Bloody Mary,Kate Mara|Robert Vito|Tina Lifford|Ed Marinaro|Michael Coe,,Mary Lambert,Turn Off The Light And See What Happens.,high school|bong|spirit|mirror|woman director,"On a prom-night dare, a trio of high school friends chant an incantation, unleashing an evil spirit from the past with deadly consequences.",93,Horror|Thriller,Columbia Pictures Television,7/19/05,27,5,2005,3907971.51379072,0
20050607	787,tt0356910,1.330824,110000000,478207520,Mr. & Mrs. Smith,Angelina Jolie|Brad Pitt|Vince Vaughn|Adam Brody|Kerry Washington,,Doug Liman,Smart and sexy.,bomb|assassin|secret identity|secret|assault rifle,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith (Pitt and Jolie) are stuck in a rut the size of the Grand Canyon?until the truth comes out! Unbeknownst to each other, they are both coolly lethal, highly paid assassins working for rival organizations. And when they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry that gives an all-new meaning to ""Till death do us part!""",120,Action|Comedy|Drama|Thriller,20th Century Fox|Weed Road Pictures|Dutch Oven|New Regency Productions|Summit Entertainment,6/7/05,1750,6.5,2005,122821961.861994,533948961.668717
20050602	8008,tt0383518,0.23686,0,0,Mouth to Mouth,Ellen Page|Natasha Wightman|Eric Thal|August Diehl|Diana Greenwood,http://mouthtomouthmovie.com/,Alison Murray,Close your eyes and picture the perfect world.,junkie|methadone programme|straÃŸenkids|independent film|drug,An aimless adolescent (Ellen Page) joins several itinerant misfits who live on the fringe of society and welcome at-risk youths into their fold.,101,Drama,Egoli Tossell Film AG|MJW Productions|Hellhound Productions,6/2/05,15,5.4,2005,0,0
20050422	8976,tt0391304,0.665701,30000000,42886719,A Lot Like Love,Ashton Kutcher|Amanda Peet|Aimee Garcia|Taryn Manning|Ali Larter,,Nigel Cole,There's nothing better than a great romance... to ruin a perfectly good friendship.,new york|shyness|career|flight|romantic comedy,"On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?",107,Comedy,Mile High Productions|Kevin Messick Productions|Touchstone Pictures|Beacon Pictures,4/22/05,192,6.5,2005,33496898.6896348,47885736.0491278
20050408	20771,tt0446724,0.132458,0,0,Kim Possible Movie: So the Drama,Christy Carlson Romano|Will Friedle|Nancy Cartwright|Tahj Mowry|Gary Cole,,Steve Loter,,killer robot|high school|jail|crush|prom,"Dr. Drakken has an evil new plot for world domination, but his ultimate success depends upon finding out KP's weakness which may involve a new hottie at Middleton High School named Eric, who suddenly sparks feelings in Ron about Kim that resemble much more than friendship. To make matters worse, Bueno Nacho, Ron's favorite fast food chain has turned sour on him by bombarding him with little Devils",71,Action|Adventure|Animation|Drama|Family,Disney Channel|Walt Disney Television Animation,4/8/05,25,6.3,2005,0,0
20050304	9667,tt0366627,1.200307,29000000,21126225,The Jacket,Adrien Brody|Keira Knightley|Kris Kristofferson|Jennifer Jason Leigh|Kelly Lynch,,John Maybury,Terror has a new name.,smoking|medicine|psychology|hallucination|experiment with human beings,"A military veteran goes on a journey into the future, where he can foresee his death and is left with questions that could save his life and those he loves.",103,Drama|Mystery|Thriller|Fantasy,Section Eight|Mandalay Pictures|VIP 3 Medienfonds|2929 Productions|Rising Star,3/4/05,219,6.6,2005,32380335.3999803,23588767.283981
20050225	16186,tt0422093,0.198398,0,0,Diary of a Mad Black Woman,Kimberly Elise|Steve Harris|Tyler Perry|Shemar Moore|Vickie Eng,,Darren Grant,Time heals the heart. Faith heals the rest.,,"Charles McCarter and his wife Helen are about to celebrate their 18th-wedding anniversary when Helen comes home to find her clothes packed up in a U-Haul van parked in the driveway. Charles is divorcing Her. Helen moves in with her grandmother Madea, an old woman who doesn't take any lip from anyone. Madea helps Helen through these tough times by showing her what is really important in life.",116,Comedy|Drama|Romance,Lions Gate Films,2/25/05,63,6.5,2005,0,0
